,n_components,absorption_ratio
2008-08-21,86.0,0.794182200010447
2008-08-22,86.0,0.794182200010447
2008-08-25,86.0,0.794182200010447
2008-08-26,86.0,0.794182200010447
2008-08-27,86.0,0.794182200010447
2008-08-28,86.0,0.794182200010447
2008-08-29,86.0,0.794182200010447
2008-09-02,86.0,0.794182200010447
2008-09-03,86.0,0.794182200010447
2008-09-04,86.0,0.794182200010447
2008-09-05,86.0,0.794182200010447
2008-09-08,86.0,0.794182200010447
2008-09-09,86.0,0.794182200010447
2008-09-10,84.0,0.7982187107547061
2008-09-11,84.0,0.7982187107547061
2008-09-12,84.0,0.7982187107547061
2008-09-15,84.0,0.7982187107547061
2008-09-16,84.0,0.7982187107547061
2008-09-17,84.0,0.7982187107547061
2008-09-18,84.0,0.7982187107547061
2008-09-19,84.0,0.7982187107547061
2008-09-22,84.0,0.7982187107547061
2008-09-23,84.0,0.7982187107547061
2008-09-24,84.0,0.7982187107547061
2008-09-25,84.0,0.7982187107547061
2008-09-26,84.0,0.7982187107547061
2008-09-29,84.0,0.7982187107547061
2008-09-30,84.0,0.7982187107547061
2008-10-01,84.0,0.7982187107547061
2008-10-02,84.0,0.7982187107547061
2008-10-03,84.0,0.7982187107547061
2008-10-06,84.0,0.7982187107547061
2008-10-07,84.0,0.7982187107547061
2008-10-08,84.0,0.7982187107547061
2008-10-09,73.0,0.8210277728342855
2008-10-10,73.0,0.8210277728342855
2008-10-13,73.0,0.8210277728342855
2008-10-14,73.0,0.8210277728342855
2008-10-15,73.0,0.8210277728342855
2008-10-16,73.0,0.8210277728342855
2008-10-17,73.0,0.8210277728342855
2008-10-20,73.0,0.8210277728342855
2008-10-21,73.0,0.8210277728342855
2008-10-22,73.0,0.8210277728342855
2008-10-23,73.0,0.8210277728342855
2008-10-24,73.0,0.8210277728342855
2008-10-27,73.0,0.8210277728342855
2008-10-28,73.0,0.8210277728342855
2008-10-29,73.0,0.8210277728342855
2008-10-30,73.0,0.8210277728342855
2008-10-31,73.0,0.8210277728342855
2008-11-03,73.0,0.8210277728342855
2008-11-04,73.0,0.8210277728342855
2008-11-05,73.0,0.8210277728342855
2008-11-06,73.0,0.8210277728342855
2008-11-07,52.0,0.861527521621546
2008-11-10,52.0,0.861527521621546
2008-11-11,52.0,0.861527521621546
2008-11-12,52.0,0.861527521621546
2008-11-13,52.0,0.861527521621546
2008-11-14,52.0,0.861527521621546
2008-11-17,52.0,0.861527521621546
2008-11-18,52.0,0.861527521621546
2008-11-19,52.0,0.861527521621546
2008-11-20,52.0,0.861527521621546
2008-11-21,52.0,0.861527521621546
2008-11-24,52.0,0.861527521621546
2008-11-25,52.0,0.861527521621546
2008-11-26,52.0,0.861527521621546
2008-11-28,52.0,0.861527521621546
2008-12-01,52.0,0.861527521621546
2008-12-02,52.0,0.861527521621546
2008-12-03,52.0,0.861527521621546
2008-12-04,52.0,0.861527521621546
2008-12-05,52.0,0.861527521621546
2008-12-08,52.0,0.861527521621546
2008-12-09,43.0,0.8765712146104825
2008-12-10,43.0,0.8765712146104825
2008-12-11,43.0,0.8765712146104825
2008-12-12,43.0,0.8765712146104825
2008-12-15,43.0,0.8765712146104825
2008-12-16,43.0,0.8765712146104825
2008-12-17,43.0,0.8765712146104825
2008-12-18,43.0,0.8765712146104825
